"hl_no","kn_torikomi_no","kn_no","kn_nm","k_kn_nm","yubin_no","ad","tel","sei","birth_dt","ansho_no","torihiki_dt","kouza1_syo_zan","kouza1_zan","kouza1_seisan_flg","kouza2_syo_zan","kouza2_zan","kouza2_seisan_flg","kouza3_syo_zan","kouza3_zan","kouza3_seisan_flg","kouza4_syo_zan","kouza4_zan","kouza4_seisan_flg","kouza5_syo_zan","kouza5_zan","kouza5_seisan_flg","kouza6_syo_zan","kouza6_zan","kouza6_seisan_flg","kouza7_syo_zan","kouza7_zan","kouza7_seisan_flg","kouza8_syo_zan","kouza8_zan","kouza8_seisan_flg","kouza9_syo_zan","kouza9_zan","kouza9_seisan_flg","kouza10_syo_zan","kouza10_zan","kouza10_seisan_flg","kouza11_syo_zan","kouza11_zan","kouza11_seisan_flg","kouza12_syo_zan","kouza12_zan","kouza12_seisan_flg","kouza13_syo_zan","kouza13_zan","kouza13_seisan_flg","kouza14_syo_zan","kouza14_zan","kouza14_seisan_flg","kouza15_syo_zan","kouza15_zan","kouza15_seisan_flg","kouza16_syo_zan","kouza16_zan","kouza16_seisan_flg","kouza17_syo_zan","kouza17_zan","kouza17_seisan_flg","kouza18_syo_zan","kouza18_zan","kouza18_seisan_flg","kouza19_syo_zan","kouza19_zan","kouza19_seisan_flg","kouza20_syo_zan","kouza20_zan","kouza20_seisan_flg","jitai_flg","jitai_at","up_dt","nichu_tel","jk_jo_kbn","f","web_kn_no","operation_f","is_failed"
"01517","49973594","79843","Brandi Dickens","Hessel","85390-7709","22641 Elliot Estates","(972) 943-1788 x2011","2","1964-02-19","6672","2024-04-21","7353","3390","","5433","6052","","8743","6307","","4757","5843","","4607","8228","","9652","2471","","338","5366","","2738","6027","","8336","994","","9341","6653","","3607","9544","","8681","1149","","7149","9959","","3587","7148","","2025","2255","","8878","2313","","4568","6450","","6116","7394","","7002","2363","","4552","333","","","","2024-08-27","","00","0","","1","false"
"01517","93275861","85513","Juanita Rowe","Windler-Ullrich","33419","575 Trantow Club","532.678.2646 x358","5","1948-07-22","8537","2024-03-07","6465","7902","","5175","4809","","2803","7470","","8703","180","","5324","1261","","7876","7801","","2861","4581","","8216","3129","","9763","7089","","9881","8211","","5322","9308","","6972","3365","","1628","4716","","7005","1603","","5613","4197","","7500","1134","","7826","8178","","2697","1585","","9235","733","","5423","7128","","","","2024-08-27","","00","0","","1","false"
"01517","85925454","33998","Christine Harvey","Nader","81187","854 Favian Harbor","663.889.1260","5","1989-11-13","9213","2023-09-01","6851","1768","","7762","8286","","2978","9084","","7619","8682","","5963","4419","","8215","633","","6976","8075","","7831","7660","","4363","1967","","9375","1015","","3817","7792","","2950","5351","","439","5842","","8695","7046","","8714","2244","","8027","9608","","5914","4035","","9431","1368","","1219","3951","","8157","5300","","","","2024-08-27","","00","0","","1","false"
"01517","80283586","61286","Jerry Kuhlman","Greenfelder","47707","730 Nicholaus Mill","(417) 749-9522 x011","4","1978-04-09","7639","2023-09-25","8778","2919","","826","8876","","9255","2821","","1352","8726","","9114","5178","","6764","8640","","9725","2803","","7380","2987","","9521","9963","","2836","7117","","4540","3420","","1581","4618","","8090","7050","","9657","1148","","8650","2063","","148","6119","","6449","8166","","3323","3079","","4152","5380","","6351","2286","","","","2024-08-27","","00","0","","1","false"
"01517","84862241","84773","Dr. Rhonda Leannon","Steuber","13830","848 Santino Common","(568) 858-6074 x872","10","1994-07-17","9682","2023-12-23","9821","833","","8287","2064","","583","6970","","123","2812","","7158","983","","4544","5847","","8640","96","","6547","9969","","2456","7195","","1353","284","","9415","4686","","3751","9093","","1873","3881","","5326","1139","","2730","5870","","8796","6383","","6799","5882","","5827","7663","","4526","4757","","9772","9527","","","","2024-08-27","","00","0","","1","false"
"01517","97826004","28578","Mrs. Kristina Feeney IV","Bayer","37236","721 Beech Drive","(933) 280-5836 x01121","3","1947-08-18","6645","2023-10-14","1427","3184","","486","805","","5875","293","","8195","5305","","7435","7854","","9241","9644","","6062","5047","","5115","1284","","3246","7638","","4619","6277","","607","3284","","1602","8491","","3358","375","","5878","9988","","4389","9900","","1158","3707","","2185","3542","","518","7360","","5311","9351","","4299","5627","","","","2024-08-27","","00","0","","1","false"
"01517","68449766","40592","Regina Fay","Flatley","46590-7430","422 Reyes Lights","611.341.3895","4","2005-08-30","2531","2023-10-22","3432","8298","","6393","1017","","5551","5896","","3005","8139","","9809","2278","","8909","1578","","9740","4192","","7489","8376","","1844","3433","","6367","6220","","2943","5953","","4047","9884","","9431","6510","","2002","8755","","9148","6793","","3282","922","","5788","2559","","5167","9203","","1029","8300","","2248","6019","","","","2024-08-27","","00","0","","1","false"
"01517","10577690","87150","Lester Nikolaus","Beer","30261-5291","830 Delilah Terrace","1-402-842-4430 x28822","4","2005-06-25","9492","2024-05-11","5386","4309","","7880","876","","1307","9595","","2266","3976","","14","5124","","5194","8143","","8886","1434","","6419","5952","","3950","3082","","2073","4661","","9543","6698","","6967","7780","","7195","4287","","6314","5792","","9947","260","","1339","5758","","6148","6934","","6729","6505","","7572","4437","","1586","5423","","","","2024-08-27","","00","0","","1","false"
"01517","72844978","48633","Tasha Schoen","Farrell","21968-7479","303 Church View","1-865-873-6637","3","1980-02-22","4593","2024-03-03","4751","5142","","1049","2214","","6050","1631","","7911","9619","","1950","5035","","8891","6787","","2162","3468","","4566","8439","","9025","2173","","1309","1057","","2712","9380","","674","3876","","3402","1674","","3207","8647","","7499","5190","","8410","6739","","4144","6708","","4016","9708","","4585","4695","","1577","3594","","","","2024-08-27","","00","0","","1","false"
"01517","70949628","33331","Orlando Crist","Gleason","78752","3049 Grady Fork","787.937.6781 x7803","9","1975-12-10","3698","2024-04-18","6844","5788","","8202","8285","","2256","6697","","5213","3913","","8491","7711","","670","7002","","9796","2903","","596","9158","","7022","6195","","5773","8360","","4803","4439","","8461","8620","","9415","7536","","2309","6735","","1746","57","","3904","5641","","9631","7757","","2275","470","","5331","9155","","1861","9176","","","","2024-08-28","","00","0","","1","false"
"01517","89140455","41146","Gordon Nikolaus-Crooks","Gibson","62023","5877 Gutmann Crossing","963.637.3072","3","1954-06-28","1606","2024-04-05","2626","771","","7879","8120","","9571","5823","","2290","1982","","6469","3692","","9180","6905","","8871","5959","","4759","3323","","3463","9406","","6698","2227","","514","4863","","9167","5820","","7097","2869","","9923","2767","","8114","4706","","5443","5125","","6612","8501","","1843","932","","2523","1502","","2585","1997","","","","2024-08-27","","00","0","","1","false"
"01517","75970334","18848","Duane Nienow","Schinner","47774","2475 N Franklin Street","1-867-242-0165 x8257","2","1954-02-26","4988","2024-08-01","1442","29","","5789","2979","","931","3254","","8194","6299","","2435","55","","4924","8408","","3801","2792","","1943","3055","","5317","9655","","4391","9060","","3311","7450","","9844","7282","","1269","7815","","2718","6688","","7768","932","","174","6249","","9180","7762","","5354","3188","","4658","4378","","1162","5512","","","","2024-08-27","","00","0","","1","false"
"01517","60156746","51020","Cassandra Littel","Stamm","32752","4610 Jordi Walk","(332) 825-1273 x23141","3","1993-08-26","9514","2024-06-29","8819","9533","","5294","7492","","2770","5768","","7844","5618","","8305","3597","","6582","2159","","9276","751","","7006","5758","","7036","8818","","9387","1293","","7756","8292","","5881","2509","","403","4406","","1993","4725","","2809","3831","","294","8789","","180","5856","","2735","1714","","4283","3565","","1295","7069","","","","2024-08-27","","00","0","","1","false"
"01517","47702390","65097","Marc Paucek","Brown","76681","9178 Cartwright Throughway","712-292-6582","4","1951-07-18","3216","2023-10-26","765","293","","9143","5320","","6204","775","","3989","8983","","6916","8172","","6675","6934","","5712","2363","","8139","9276","","8987","2507","","5334","1530","","156","9371","","6673","4413","","1003","2219","","5518","5296","","276","3049","","4649","5276","","16","4470","","6912","3134","","1324","701","","3238","2371","","","","2024-08-27","","00","0","","1","false"
"01517","65496642","69330","Eunice Murray","Gottlieb","99468-6381","7822 Brigitte Overpass","261-681-1841","8","1955-05-22","8277","2024-06-26","5708","5416","","9360","9019","","7749","3014","","2957","3948","","1047","2600","","3111","7361","","1430","9003","","2596","1901","","273","108","","5119","6125","","9477","8067","","8387","3334","","1885","6255","","5620","6300","","3560","512","","9318","7143","","5102","6797","","6866","8198","","2499","8591","","5233","738","","","","2024-08-27","","00","0","","1","false"
"01517","55540122","33498","Marie Dach","Berge","42134","743 W 10th Street","256.606.7718 x86206","3","1959-04-21","5382","2024-01-11","2537","9733","","2106","7812","","2524","6583","","132","5867","","4361","1357","","3892","7621","","8065","1628","","1044","4124","","3649","316","","6810","3962","","7115","3968","","3214","7020","","79","5066","","8968","8702","","1376","2065","","6783","7474","","2078","2203","","7849","1067","","2914","3601","","6548","7803","","","","2024-08-27","","00","0","","1","false"
"01517","89977938","62637","Lucia Cole","Lowe","95932","63673 Brooklyn Radial","(505) 798-3145","9","1947-11-20","9131","2023-10-27","748","3671","","1128","9362","","7819","7594","","105","7695","","5750","340","","1330","6581","","6899","9468","","6767","265","","4870","8794","","6906","2043","","2565","3202","","611","6793","","7754","1233","","2849","3309","","4145","6022","","5407","1969","","808","2582","","9889","8520","","6621","2572","","996","5507","","","","2024-08-27","","00","0","","1","false"
"01517","19654278","72700","Ed Schneider","Nolan","09700-4893","9695 Ullrich Lights","(871) 966-8514 x73577","4","1997-09-21","1586","2024-01-14","6770","3683","","5974","3088","","3921","4236","","1136","7347","","4568","8725","","6298","4054","","4911","9621","","909","8202","","5995","4706","","6506","1047","","2864","9355","","8229","8185","","1504","1733","","8732","3419","","5534","7894","","5307","8856","","2802","7465","","8012","9390","","9603","7647","","1067","5496","","","","2024-08-27","","00","0","","1","false"
"01517","71442968","74863","Gerald Osinski","Hahn","86088-9432","8557 Madisen Throughway","(760) 593-2581 x771","9","1960-08-19","4780","2024-06-12","3321","4284","","8373","1442","","1791","3504","","2548","499","","6203","2291","","7032","8852","","8120","2833","","6153","3606","","4460","4144","","952","4729","","2192","2062","","2956","8103","","359","5060","","9296","1025","","7472","9283","","3982","5769","","6521","8329","","9430","9576","","7751","2848","","5542","8718","","","","2024-08-27","","00","0","","1","false"
"01517","97957833","81453","Maxine Stokes","Lueilwitz","21812","6106 Norma Freeway","685.794.1120 x275","9","1970-01-01","3699","2024-05-06","7006","1484","","8","7636","","5021","218","","2178","1176","","8281","6350","","9324","765","","1487","5366","","9711","5943","","6190","15","","5253","402","","8524","2037","","7377","2106","","7013","6518","","2508","5095","","7472","2546","","8002","946","","3661","9659","","8757","4146","","3702","6313","","9814","7178","","","","2024-08-28","","00","0","","1","false"
"01517","26287558","71140","Byron Farrell","McCullough","54114","406 Reilly Lake","972-693-3204 x217","9","1993-01-06","6575","2023-12-07","2661","5145","","8051","3440","","2684","781","","3324","9895","","9767","197","","9688","1148","","9351","5755","","9581","3521","","3259","3219","","2359","4305","","1895","9299","","7298","9009","","8011","8990","","6464","3506","","6243","7721","","7821","4446","","8949","5616","","4257","4759","","6901","5872","","3200","1115","","","","2024-08-27","","00","0","","1","false"
"01517","13258368","44495","Mr. Larry Medhurst","Goodwin","63808","25498 Westfield Road","(853) 617-4512 x07242","3","2005-12-24","8535","2023-10-23","3748","1216","","8174","4765","","3950","2161","","7986","3347","","21","7196","","7991","4512","","7545","8169","","3693","2360","","799","667","","2490","7817","","7384","3596","","3593","1423","","3654","2200","","8244","7227","","9454","5474","","2994","4620","","1247","7628","","8192","2733","","3053","1484","","8380","893","","","","2024-08-27","","00","0","","1","false"
"01517","53816526","59044","Marjorie Crooks","Wintheiser","21405-3922","23780 Tanya Ridges","(786) 693-4429","9","1978-03-16","1829","2024-05-27","2620","7601","","522","6592","","7823","9611","","1758","84","","7184","3924","","2447","4881","","184","5482","","5847","3252","","5192","530","","3493","1653","","6370","4450","","9072","4621","","5064","8549","","3516","35","","5303","966","","1522","2451","","8920","8297","","1658","4809","","729","2776","","9700","4755","","","","2024-08-28","","00","0","","1","false"
"01517","96966626","66973","Ms. Faith Waelchi","Dach","13367","3608 Front Street","419.538.2984 x43524","1","1983-12-29","8752","2024-08-09","8999","2199","","9631","278","","5369","1529","","1566","3813","","9229","6549","","4704","499","","1505","6491","","8281","8347","","7353","6899","","7621","7568","","2561","5381","","9935","6582","","5638","8710","","5587","5962","","4194","2696","","3361","5595","","3194","2903","","2432","4461","","6835","2820","","3206","9931","","","","2024-08-27","","00","0","","1","false"
"01517","33190482","31353","Annie Stokes","Gottlieb","05620","96648 Pacocha Route","(971) 845-3249","1","1966-02-06","7964","2024-06-26","1363","7842","","3161","7361","","2752","1938","","1052","2006","","3330","4894","","5765","4023","","1355","6782","","8432","7019","","5383","133","","9477","5863","","744","6422","","7496","8313","","8316","6829","","1731","4324","","6908","684","","665","3145","","1908","7791","","3536","2956","","7751","73","","8850","3927","","","","2024-08-27","","00","0","","1","false"
"01517","98988970","16140","Cathy Harris","Schulist","98375-0886","5773 The Green","1-861-846-8214 x04651","3","1977-05-27","3167","2023-12-01","4149","6073","","9376","9672","","9198","1368","","8071","1157","","187","6043","","8203","4771","","6658","5879","","79","8745","","6968","6774","","4916","8906","","393","8688","","5467","7663","","7488","3240","","2985","6149","","1895","2557","","9977","2322","","8357","5067","","6875","9997","","3333","8708","","5605","8144","","","","2024-08-27","","00","0","","1","false"
"01517","74592917","82351","Darrin Kling PhD","Fritsch","53434","364 Jefferey Walks","804-249-8554","1","1950-05-05","1539","2023-10-19","8526","8174","","3613","450","","6418","1695","","2760","3698","","2169","388","","8372","5697","","9456","1834","","2431","5415","","3057","1678","","297","1199","","3544","6142","","5556","6662","","9719","3883","","6801","5261","","3388","7785","","6921","7608","","3062","5055","","5422","741","","6783","2444","","2835","1487","","","","2024-08-27","","00","0","","1","false"
"01517","12723542","28020","Jan Sawayn","Shanahan","24117-4695","1548 Ash Close","891.678.0742 x50244","8","1947-11-01","2201","2023-10-28","5294","3341","","6119","9531","","67","7522","","4889","1919","","586","9333","","2314","9617","","2921","9989","","993","7265","","6927","2221","","9936","6681","","4525","7137","","3731","7982","","2026","4433","","6724","3240","","5393","120","","6287","5155","","9466","2366","","489","7180","","5245","2240","","8209","3294","","","","2024-08-27","","00","0","","1","false"
"01517","81750332","49470","Rodolfo Zieme","Rempel","66682","307 Keeling Stravenue","1-541-833-8243 x423","7","2005-10-27","8772","2024-07-21","8479","5645","","1609","8046","","7875","6112","","1704","4501","","67","6333","","5029","9025","","1521","8681","","507","6626","","5980","502","","3492","1318","","7761","5398","","9097","9290","","3430","699","","5225","3997","","5433","9612","","8463","8567","","3657","8857","","3765","9959","","5140","4524","","9492","7992","","","","2024-08-27","","00","0","","1","false"
"01517","14243397","39944","Felicia Little","Bins","63682","10424 Broad Street","838-317-9698 x24159","8","1972-09-18","8593","2023-11-20","9843","878","","6512","9536","","7512","1824","","1813","7348","","331","7958","","8915","9923","","3041","6829","","4663","210","","3010","748","","7005","95","","939","3784","","8413","6932","","8462","5151","","6806","3817","","3305","1298","","6161","6654","","7194","3291","","4589","7673","","7397","1008","","7139","9758","","","","2024-08-27","","00","0","","1","false"
"01517","99626065","29456","Josh Beatty","Dickinson","58291-5773","519 N Oak Street","447.827.3697","1","2002-02-02","2424","2024-03-29","3819","3771","","5464","67","","9799","3928","","3295","159","","1386","8629","","6887","1703","","9529","8374","","1950","4309","","5658","6628","","5456","8856","","8625","7391","","4973","7286","","215","9449","","8248","2952","","2395","2458","","6378","3560","","5302","6074","","8772","8735","","9587","3399","","4701","232","","","","2024-08-27","","00","0","","1","false"
"01517","93774061","35721","Sidney Howe","Gutkowski","70450-5511","8717 Kaley Plains","765-887-5235 x6903","2","1989-09-08","1821","2023-10-06","19","7497","","7281","697","","7976","6810","","9126","7593","","6412","1702","","8299","2039","","3446","1958","","5011","295","","2301","8006","","4807","9046","","8212","6994","","1477","2145","","4579","1182","","9105","9941","","3253","6873","","8971","8992","","2823","4637","","9812","1603","","2230","9133","","5147","1315","","","","2024-08-27","","00","0","","1","false"
"01517","47235665","39477","Orlando Blick","White-Beatty","08586","439 Leanna Coves","1-615-263-0384 x9057","6","1966-02-15","7996","2024-01-26","6692","9620","","2884","2743","","5983","3426","","168","645","","6555","8143","","4461","9315","","3756","5673","","176","455","","1102","8109","","8690","2543","","9087","7267","","3989","2188","","3140","1224","","5877","7848","","6935","8194","","4668","312","","1334","601","","327","9725","","2248","8769","","1675","8991","","","","2024-08-27","","00","0","","1","false"
"01517","80700433","21283","Catherine Schmitt","Kuhic","78426-7887","931 Hammes Crossroad","1-551-786-7725 x01882","5","1968-06-27","2859","2024-04-28","6623","1511","","2616","6779","","5200","5204","","1982","9768","","9397","3586","","4242","7174","","4493","7848","","9508","3757","","5331","3401","","7888","2067","","5543","4832","","7163","7454","","4076","7287","","4309","3019","","6758","1234","","680","7904","","2135","2205","","2682","1254","","7905","3065","","1990","8412","","","","2024-08-27","","00","0","","1","false"
"01517","25644898","21502","Mr. Sheldon Volkman","Roob","10558-7084","931 S 1st Avenue","818-326-1721 x43958","10","2005-12-09","6408","2024-02-12","2279","9788","","356","9782","","4855","8235","","7125","5481","","349","8067","","1622","7832","","9253","5805","","947","2811","","6778","600","","4222","2052","","9410","2926","","2237","788","","9426","8109","","6946","8772","","6530","167","","7526","6059","","2972","7440","","2903","9072","","1642","5265","","7667","6809","","","","2024-08-28","","00","0","","1","false"
"01517","77245362","15036","Cecilia Wiza","Mills","94038-0919","86304 Marco Creek","614-645-5897 x36364","7","1951-04-17","7174","2023-09-29","2086","6550","","5641","8508","","4052","886","","783","3589","","8546","398","","6900","7824","","1879","1927","","5148","5114","","6214","205","","3579","9353","","8119","1693","","2785","891","","1888","5797","","7505","1561","","1532","6411","","9533","2348","","8401","6031","","9801","224","","7679","301","","8449","2707","","","","2024-08-27","","00","0","","1","false"
"01517","31699552","82949","Glen Lueilwitz","Wyman","18864","1189 Barn Close","822-223-2230 x289","4","1944-02-20","5385","2024-06-15","7062","4138","","1135","3783","","6185","6798","","20","1187","","663","7153","","516","6881","","4251","3225","","3621","6718","","1139","2813","","4937","6628","","1899","2810","","4550","3547","","8092","7780","","7881","5692","","2788","6110","","6199","2967","","7579","4963","","448","2405","","1521","3887","","8888","2153","","","","2024-08-27","","00","0","","1","false"
"01517","78027392","58427","Bradley West","Yost-Johnston","68708-1322","995 Bashirian Crossroad","775.984.1534 x692","6","2000-11-10","3534","2024-06-20","2191","737","","7347","223","","1239","2366","","9553","121","","6834","661","","8251","7268","","7038","7180","","1801","3501","","7070","4529","","2626","5627","","9029","7962","","6484","7965","","6449","9063","","9369","5516","","3562","969","","7281","1729","","3719","1136","","1526","9629","","1318","6245","","1948","5047","","","","2024-08-27","","00","0","","1","false"
"01517","83574082","77722","Eleanor Bergstrom","Koch","60735-0624","790 Hartmann Hollow","646-691-9087 x2664","3","1977-12-25","8101","2024-06-16","8688","9771","","1721","7922","","490","5614","","5118","3330","","7430","8838","","9846","8369","","956","8719","","9687","9626","","9078","7510","","2334","341","","9880","228","","4167","871","","4759","6907","","1128","3503","","9678","3885","","3314","1278","","5842","3613","","8524","3778","","3229","352","","2702","5586","","","","2024-08-27","","00","0","","1","false"
"01517","80772202","23654","Geneva Turner","Shanahan","73192","57656 Macejkovic Point","909.532.6348 x20733","7","1949-08-17","8313","2024-05-12","2443","7553","","5577","972","","9422","8140","","5471","3384","","9605","4750","","5862","4248","","2753","5081","","4545","3266","","934","1615","","9882","5652","","8930","7129","","1621","7955","","7199","2332","","6566","6365","","1528","5786","","3578","8582","","9104","9282","","8296","4393","","8065","601","","719","8103","","","","2024-08-27","","00","0","","1","false"
"01517","19624402","48991","Amanda Padberg","Adams","28977","51336 Wyman Mission","927-858-0067 x66320","4","2000-02-17","2038","2024-06-01","1995","9055","","4473","4583","","7973","1592","","2702","3922","","1532","1007","","4403","408","","783","419","","4010","2915","","6416","6500","","1371","6452","","2269","2538","","252","3355","","1952","1685","","9104","5464","","6020","2976","","8885","4858","","8024","8547","","2817","6060","","2606","8262","","2693","8512","","","","2024-08-28","","00","0","","1","false"
"01517","34638697","53613","Camille Yundt","Cruickshank","74069-1001","7306 Farm Close","(830) 793-8088 x19933","5","1994-02-16","7115","2024-01-19","9799","4035","","8656","495","","3242","1403","","6723","9428","","3447","9872","","6415","5709","","347","9313","","9986","7895","","2456","5443","","3229","7373","","4330","8270","","28","2463","","8055","7203","","1311","7989","","8047","6826","","2654","8505","","8048","7063","","6165","4713","","5493","6421","","816","4723","","","","2024-08-27","","00","0","","1","false"
"01517","31365912","99553","Regina Schamberger I","Hilpert","18347","91840 Amalia Keys","(690) 613-0334","5","1972-12-09","1212","2024-06-11","3048","5516","","2499","4650","","4824","3332","","1657","2608","","9869","1377","","1270","1126","","110","2942","","5032","7144","","5203","8621","","3893","3864","","4667","7352","","803","9413","","5622","3501","","560","1150","","6691","3231","","2846","6874","","4737","373","","5894","301","","8804","7337","","7490","19","","","","2024-08-27","","00","0","","1","false"
"01517","65281782","69590","Kelli Funk","Kuhlman","06957-1376","88045 Prosacco Rapid","1-373-651-2498","1","1970-01-01","7760","2023-10-02","4979","2759","","6436","5981","","7363","620","","6392","1687","","6429","7909","","587","7917","","9534","259","","584","5384","","1336","1808","","6509","1007","","6807","176","","7047","1279","","3684","6405","","6936","3672","","9133","5041","","8306","2567","","1059","3503","","5168","117","","6172","946","","5022","9734","","","","2024-08-27","","00","0","","1","false"
"01517","74338697","58014","Nick Reichel Jr.","McKenzie","36271-2579","2454 Schowalter Roads","779.946.6148 x80973","8","2001-10-14","3031","2024-08-17","2010","9779","","4569","6530","","9101","5753","","2707","6696","","9757","4313","","5074","2414","","22","733","","6623","9178","","5774","8551","","3720","5200","","3275","6015","","8162","4981","","3354","866","","5631","987","","533","6115","","1634","9651","","3831","2020","","7745","5021","","8216","7145","","2790","4282","","","","2024-08-27","","00","0","","1","false"
"01517","14893525","66942","Tom Rempel Sr.","Roob","64972-7118","187 Lyla Unions","948-261-6836","6","1968-08-19","7039","2023-11-17","6825","3462","","4287","7201","","3483","7474","","6685","3423","","6438","8301","","6773","5871","","1212","1644","","5535","6474","","2437","541","","6233","7024","","8418","4172","","8363","1127","","1120","878","","3295","1711","","7254","7890","","136","5995","","2961","403","","9488","7353","","8541","4105","","8811","8133","","","","2024-08-27","","00","0","","1","false"
"01517","50274298","31877","Gladys Kuhic MD","Weissnat-Pfannerstill","16086","764 Old Road","1-791-616-6805 x772","5","1944-12-10","9370","2024-02-27","1394","7272","","2986","7234","","5391","6167","","8810","1752","","7066","2163","","7667","4196","","2053","4717","","9095","4070","","2275","5064","","112","2717","","5936","9336","","4709","8705","","7873","3967","","1807","6436","","9127","9748","","4063","5920","","3092","1299","","4053","3362","","3752","8837","","5798","7770","","","","2024-08-27","","00","0","","1","false"
"01517","19287810","84657","Alicia Price","Johnson","37216","6997 Emmalee Turnpike","(434) 954-3321 x9841","6","1977-07-17","7971","2024-04-03","6416","4773","","8369","3690","","7910","9036","","2274","2431","","1622","2277","","4643","5765","","3870","6733","","2107","4220","","8414","2284","","3067","8258","","1155","562","","2242","752","","2544","1408","","1449","5387","","6205","7753","","5256","2491","","191","9122","","7436","4373","","4759","4016","","3875","128","","","","2024-08-27","","00","0","","1","false"
"01517","18725343","49533","Cecilia Wiegand Jr.","Trantow","72132-1098","101 Jaskolski Road","(235) 997-8001","8","1951-03-17","6310","2024-01-08","2724","4649","","3412","3735","","4729","2146","","659","1894","","6212","489","","2008","6831","","7106","3970","","3375","7255","","5722","9133","","6957","4073","","9428","4875","","7228","8378","","8342","4513","","1737","4091","","3872","7665","","877","6408","","1419","6190","","2110","7621","","2866","2374","","899","474","","","","2024-08-27","","00","0","","1","false"
"01517","10173345","37383","Rosemarie Fritsch","Goldner","68054","84139 Sipes Club","774.734.1304 x1957","3","1949-06-18","4963","2024-01-21","4598","6025","","9003","8082","","4900","8457","","1632","5912","","2896","1743","","3254","4155","","6668","6284","","5256","9721","","8514","4529","","5441","6039","","1007","2880","","2249","3048","","5157","8134","","2824","7876","","7679","7209","","1","2644","","8637","5696","","850","2590","","2702","7009","","5817","9603","","","","2024-08-27","","00","0","","1","false"
"01517","47468812","99640","Mark Stracke","Rodriguez","05427","65888 Chapel Road","895.651.0956","6","1960-01-19","4996","2024-03-15","2057","7358","","91","192","","7199","7701","","5948","2293","","8223","3060","","5437","1962","","9941","2605","","1971","2691","","7684","4","","5515","1512","","1798","4898","","3469","1387","","7981","3013","","8284","7312","","2174","5202","","5976","5511","","6002","7095","","3263","7609","","6782","4934","","1778","3528","","","","2024-08-27","","00","0","","1","false"
"01517","31452345","79426","Norma Hand","Zulauf","91542-7221","84144 Oxford Road","818-446-8838","7","1991-11-30","6052","2024-03-05","6673","7321","","1162","4341","","799","9110","","5657","3840","","1289","2868","","494","2438","","7516","7231","","739","3917","","5669","8114","","8034","2972","","8527","8011","","4126","2129","","9838","1534","","2217","7537","","1326","9269","","5382","9917","","9569","6665","","6162","2297","","7663","4842","","7235","9139","","","","2024-08-28","","00","0","","1","false"
"01517","54284095","69513","Melissa Purdy","Larkin","25477-0520","40661 Murazik Crescent","(496) 502-5465 x8951","7","1949-12-24","9373","2023-12-07","8327","2018","","4008","2141","","1197","4048","","7438","5841","","8811","6079","","3160","6603","","3610","635","","4054","9571","","8676","3262","","856","3206","","8962","61","","5431","7966","","2327","9233","","1621","3804","","6122","4528","","2023","1872","","3328","3203","","7985","9914","","4319","4327","","9966","6878","","","","2024-08-27","","00","0","","1","false"
"01517","39084098","25882","Lamar O'Connell","Hilpert","72154-6809","2970 N Park Street","(511) 590-7286 x6392","6","1956-04-01","1664","2024-04-02","2145","5452","","8457","6225","","630","1985","","8097","3617","","298","6208","","1342","3936","","1598","9547","","8115","6344","","1567","4542","","5570","6933","","4635","4370","","4635","8987","","9178","7550","","1347","2506","","7936","9527","","2238","9320","","2327","6377","","3982","5113","","1798","9471","","6346","3164","","","","2024-08-27","","00","0","","1","false"
"01517","49651937","82768","Grady Johns","Armstrong","43529-4460","59723 Natalie Heights","1-374-282-9670 x22619","1","1965-09-06","2570","2023-10-20","8126","673","","6325","2803","","7621","9564","","9370","8984","","5962","5240","","4684","6174","","6467","4202","","5221","8127","","3079","7452","","1278","6652","","5318","7007","","4558","8544","","2050","9186","","5597","8039","","1143","3192","","385","5003","","2261","2851","","9754","304","","4739","7003","","4638","5202","","","","2024-08-27","","00","0","","1","false"
"01517","59132808","45218","Mr. Enrique Homenick IV","Rippin","99141-3826","8469 Franey Ridges","1-876-534-6623 x84707","8","1967-08-25","1324","2024-04-06","3127","2055","","2367","7837","","9177","4403","","62","4858","","7628","5816","","7754","2189","","3582","6610","","23","9096","","2464","8894","","6385","3901","","1762","7970","","9583","1763","","8486","2064","","8329","4937","","5375","2401","","1327","2304","","7820","9886","","3433","1945","","8981","368","","4402","1702","","","","2024-08-27","","00","0","","1","false"
"01517","97222140","88623","Mr. Aaron Lynch-Schoen","O'Reilly","62812","5239 The Meadows","1-224-715-7594 x553","8","1965-01-24","9225","2024-07-20","8545","8311","","5416","6333","","7959","5769","","9320","6618","","7952","2015","","1572","1049","","1375","2453","","1615","2136","","411","3118","","5989","7122","","1985","4404","","9152","5099","","7307","7201","","8673","3429","","909","9776","","8137","7836","","3790","3134","","9607","253","","9938","2024","","3152","9395","","","","2024-08-27","","00","0","","1","false"
"01517","61305030","68279","Mathew Brown","Marvin","58682","47081 Bluebell Close","(823) 248-2152 x50338","1","1956-04-01","3714","2024-05-28","1300","4815","","3944","7207","","1460","3729","","4998","5101","","3236","2702","","1554","516","","2439","3084","","3141","2125","","7157","5483","","5687","8657","","971","1418","","3631","7893","","8609","1251","","1946","5106","","9309","2591","","4741","4328","","2797","2515","","9722","5312","","5461","9980","","3243","8375","","","","2024-08-27","","00","0","","1","false"
